"imageFilename","imdbScore","Adventure","Comedy","Action","Romance","Drama","Crime","Thriller","Horror","Mystery","Documentary"
"2198241.jpg","4.8","0","0","1","0","1","1","0","0","0","0"
"1740710.jpg","5.9","0","1","0","1","0","0","0","0","0","0"
"2190180.jpg","8.1","0","1","0","0","0","0","1","0","1","0"
"102721.jpg","7.4","0","0","0","1","1","0","0","0","0","0"
"1352824.jpg","6.3","0","0","0","1","1","0","0","0","1","0"
"1217070.jpg","6.5","0","0","0","0","1","0","0","0","1","0"
"97216.jpg","7.9","0","1","0","0","1","0","0","0","0","0"
"2784462.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"296845.jpg","6.5","0","1","0","0","1","0","0","0","0","0"
"1315214.jpg","6.6","0","0","0","1","1","0","0","0","0","0"
"1149362.jpg","7.8","0","0","0","0","1","0","0","0","1","0"
"762114.jpg","5.3","0","1","0","1","0","0","0","0","0","0"
"3021806.jpg","7.2","0","0","0","1","0","0","0","0","0","0"
"3699674.jpg","7.1","0","0","0","0","0","0","0","0","0","1"
"1542344.jpg","7.6","1","0","0","0","1","0","0","0","0","0"
"420225.jpg","3.6","0","0","1","0","0","0","0","0","0","0"
"1053918.jpg","4.7","0","0","1","1","1","0","0","0","0","0"
"1542840.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"1754141.jpg","4.6","0","1","0","0","0","0","0","0","0","0"
"2825768.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"2129887.jpg","6.3","0","1","0","0","1","0","0","0","0","0"
"1334555.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"119620.jpg","7.1","0","1","0","1","1","0","0","0","0","0"
"109836.jpg","6.4","0","0","0","1","1","0","0","1","0","0"
"114099.jpg","5.9","0","0","0","0","1","0","1","0","1","0"
"2765340.jpg","6.4","0","0","0","0","1","0","0","0","0","0"
"373747.jpg","7.4","0","0","0","0","1","0","0","0","0","0"
"139668.jpg","6.6","0","0","0","0","1","1","0","0","1","0"
"1605769.jpg","5.9","0","0","0","0","1","0","1","0","1","0"
"1666305.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"292963.jpg","7.3","0","0","0","0","1","1","1","0","0","0"
"3263996.jpg","7.5","0","0","0","0","1","0","0","0","0","1"
"1077368.jpg","6.2","0","1","0","0","0","0","0","1","0","0"
"489281.jpg","6.5","0","0","0","0","1","0","0","0","0","0"
"3189648.jpg","4.3","0","0","0","0","0","0","1","0","0","0"
"126651.jpg","6.8","0","1","0","0","1","0","0","0","0","0"
"460443.jpg","6","0","0","0","0","1","0","0","0","0","0"
"269604.jpg","5.1","0","1","0","0","0","0","0","0","0","0"
"1123373.jpg","6.6","1","0","1","0","1","0","0","0","0","0"
"98481.jpg","7.9","0","1","0","0","0","0","0","0","0","0"
"2401097.jpg","5.6","0","0","1","0","1","1","0","0","0","0"
"449851.jpg","6.6","0","1","0","0","1","0","0","0","0","0"
"347618.jpg","7.3","1","1","0","0","0","0","0","0","0","0"
"284674.jpg","4.5","0","1","0","0","0","0","0","0","0","0"
"97211.jpg","6.3","0","1","1","0","0","1","0","0","0","0"
"2190838.jpg","5.2","0","1","0","0","0","0","0","1","0","0"
"276868.jpg","5.4","0","0","0","1","0","1","1","0","0","0"
"1057500.jpg","7.4","0","0","0","0","1","0","0","0","0","0"
"1966566.jpg","5.6","0","0","1","0","1","0","0","0","0","0"
"116839.jpg","2.4","0","0","1","0","0","0","1","0","0","0"
"374298.jpg","7.1","1","0","1","0","0","0","0","0","0","0"
"3759430.jpg","5.6","0","0","0","0","1","0","0","0","0","0"
"117372.jpg","5.5","0","1","0","0","1","0","0","0","0","0"
"117365.jpg","6","0","1","0","1","0","0","0","0","0","0"
"243951.jpg","6.1","0","0","0","0","1","0","0","0","0","0"
"143614.jpg","6.1","0","0","0","1","1","0","0","0","0","0"
"3509114.jpg","5.7","0","0","0","0","1","1","0","0","1","0"
"2095605.jpg","5.7","0","0","1","0","1","1","0","0","0","0"
"117965.jpg","5.7","0","0","0","0","1","0","1","0","0","0"
"293401.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"499262.jpg","7.5","0","0","0","0","1","0","0","0","0","0"
"163988.jpg","6.8","0","0","0","0","1","0","1","0","0","0"
"1538403.jpg","5.9","0","0","1","0","0","0","0","1","0","0"
"770703.jpg","6.1","0","1","0","1","0","0","0","0","0","0"
"299943.jpg","5.8","0","1","0","0","1","0","0","0","0","0"
"290329.jpg","6.8","0","1","0","0","1","0","0","1","0","0"
"2450258.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"772157.jpg","6.4","0","1","0","1","1","0","0","0","0","0"
"5481184.jpg","4.6","0","0","1","0","0","0","0","0","0","0"
"472767.jpg","6.2","0","1","0","1","1","0","0","0","0","0"
"154467.jpg","6.7","0","0","0","0","1","0","1","0","1","0"
"386342.jpg","7.6","0","0","0","0","1","0","0","0","0","0"
"1853728.jpg","8.4","0","0","0","0","1","0","0","0","0","0"
"1157549.jpg","7","0","1","0","0","1","0","0","0","0","0"
"114814.jpg","8.6","0","0","0","0","1","1","0","0","1","0"
"298238.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"2799040.jpg","5.9","0","0","0","0","1","1","0","0","0","0"
"2357003.jpg","6.5","0","0","0","0","0","0","0","0","0","1"
"2374486.jpg","6.9","0","0","0","1","0","0","0","0","0","0"
"304081.jpg","7.8","0","0","0","0","0","0","0","0","0","1"
"210075.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"1315981.jpg","7.6","0","0","0","1","1","0","0","0","0","0"
"112998.jpg","4.3","0","0","1","0","0","0","0","0","0","0"
"954947.jpg","6.1","0","0","0","0","1","1","1","0","0","0"
"1087578.jpg","8","0","0","0","0","1","0","0","0","0","0"
"2822400.jpg","7","0","0","0","0","1","1","1","0","0","0"
"205873.jpg","7.2","0","1","0","0","1","0","0","0","0","0"
"3337188.jpg","6","0","1","0","0","0","0","0","0","0","0"
"119125.jpg","7.3","0","0","0","1","1","0","0","0","0","0"
"424584.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"2325977.jpg","5.2","0","0","0","0","1","0","1","0","1","0"
"1264904.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"929412.jpg","6.9","0","0","0","1","1","0","0","0","0","0"
"95250.jpg","7.6","1","0","0","0","1","0","0","0","0","0"
"374275.jpg","3.4","0","1","0","0","0","0","0","0","0","0"
"1213838.jpg","7.3","0","1","0","0","0","0","0","0","0","0"
"161023.jpg","6.7","0","1","0","0","1","0","0","0","0","0"
"2406252.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"3579990.jpg","6.9","0","1","0","0","1","0","0","0","0","0"
"101751.jpg","5.8","0","1","1","0","0","0","0","0","0","0"
"119194.jpg","7.6","0","0","0","0","0","0","0","1","0","0"
"480011.jpg","5.6","0","0","0","0","0","0","1","0","0","0"
"166813.jpg","7.1","1","0","0","0","0","0","0","0","0","0"
"113269.jpg","6.2","0","0","0","0","1","0","0","1","0","0"
"3745906.jpg","5.1","0","0","0","0","0","0","1","1","0","0"
"144546.jpg","6.3","0","1","0","1","1","0","0","0","0","0"
"243931.jpg","6.2","0","1","0","1","0","0","0","0","0","0"
"98354.jpg","6.6","0","1","0","0","0","0","0","1","0","0"
"1684913.jpg","7.3","0","1","0","0","1","0","0","0","0","0"
"145487.jpg","7.3","1","0","1","0","0","0","0","0","0","0"
"345543.jpg","5.9","1","0","0","0","0","0","0","0","0","0"
"269587.jpg","7","0","0","0","0","1","0","0","0","1","0"
"116279.jpg","5.3","0","1","0","0","0","0","0","0","0","0"
"1226271.jpg","7.6","0","0","0","0","1","0","0","0","0","0"
"118751.jpg","7.9","0","0","1","0","0","0","0","0","0","0"
"1702439.jpg","6.7","0","0","0","1","1","0","1","0","0","0"
"118539.jpg","2.8","1","1","1","0","0","0","0","0","0","0"
"308878.jpg","6.7","0","1","0","1","1","0","0","0","0","0"
"475984.jpg","6.4","0","1","0","0","1","0","0","0","0","0"
"119415.jpg","4.7","1","1","0","0","0","0","0","0","0","0"
"408199.jpg","6.1","0","0","0","0","0","1","1","0","0","0"
"2752772.jpg","5.3","0","0","0","0","0","0","1","1","1","0"
"329913.jpg","5.1","0","1","0","0","1","0","0","0","0","0"
"115781.jpg","6.5","0","0","1","0","1","1","0","0","0","0"
"290095.jpg","5.3","0","1","1","0","0","0","0","0","0","0"
"3293158.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"486946.jpg","5.9","1","1","1","0","0","0","0","0","0","0"
"105103.jpg","5.9","0","1","0","0","0","0","0","0","0","0"
"105667.jpg","7.8","0","0","0","0","0","0","0","0","0","1"
"117826.jpg","5.3","0","1","0","0","0","0","0","1","0","0"
"297865.jpg","7.2","0","0","0","0","0","1","0","0","0","0"
"1019452.jpg","7","0","1","0","0","1","0","0","0","0","0"
"1524137.jpg","6.5","0","0","1","0","1","1","0","0","0","0"
"99253.jpg","5.7","0","0","0","0","0","0","1","1","0","0"
"378848.jpg","5.8","0","0","0","0","1","0","0","0","0","0"
"2975578.jpg","6.5","0","0","1","0","0","0","0","1","0","0"
"177747.jpg","6.5","0","0","0","1","1","0","0","0","1","0"
"98347.jpg","5.4","0","0","0","0","1","0","0","0","0","0"
"4976984.jpg","6","0","0","0","0","0","0","0","0","0","1"
"2952438.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"3463244.jpg","5.8","0","1","0","0","0","0","0","0","0","0"
"1097636.jpg","6.7","1","1","0","0","0","0","0","0","0","0"
"780504.jpg","7.8","0","0","0","0","1","1","0","0","0","0"
"1992156.jpg","5.8","0","0","0","0","1","0","0","0","0","0"
"4741714.jpg","6.3","0","1","0","0","0","0","0","0","0","0"
"283623.jpg","7","0","0","0","0","1","0","0","0","0","0"
"107211.jpg","5.8","0","0","0","1","1","0","0","0","0","0"
"1337117.jpg","7.2","0","0","0","0","0","0","0","1","0","1"
"1695994.jpg","4.6","0","1","0","0","0","0","0","0","0","0"
"1291547.jpg","5.7","0","0","0","0","0","0","0","0","0","1"
"380249.jpg","6.9","0","1","0","0","1","0","0","0","0","0"
"4010918.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"93516.jpg","3.3","0","1","0","1","0","0","0","0","0","0"
"120882.jpg","6","0","1","0","0","0","0","0","0","0","0"
"901481.jpg","5.9","0","0","0","0","1","0","0","0","0","0"
"2361700.jpg","7.6","1","0","0","0","0","0","0","0","0","1"
"109816.jpg","5.8","0","1","0","0","0","0","0","0","0","0"
"493402.jpg","5.1","0","0","0","0","1","0","1","0","0","0"
"1529569.jpg","6.5","0","1","0","1","0","0","0","0","0","0"
"424971.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"2494834.jpg","6.1","0","0","0","1","1","0","0","0","0","0"
"1247703.jpg","6.1","0","0","0","0","0","0","0","0","0","1"
"330212.jpg","5.8","0","0","0","0","1","0","0","0","0","0"
"118018.jpg","6","0","1","0","1","0","0","0","0","0","0"
"2302966.jpg","7.5","0","0","1","1","0","0","1","0","0","0"
"1930294.jpg","4.7","0","0","0","0","0","0","1","1","0","0"
"2792332.jpg","7.1","0","1","0","0","0","0","0","0","0","0"
"1754455.jpg","6.5","0","1","0","0","0","0","0","0","0","0"
"123964.jpg","6.7","0","1","0","0","1","1","0","0","0","0"
"299930.jpg","2.4","0","1","0","1","0","1","0","0","0","0"
"103791.jpg","7.2","0","1","0","1","1","0","0","0","0","0"
"923600.jpg","6","0","1","0","0","1","0","0","1","0","0"
"1337155.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"3212232.jpg","5.3","0","0","1","0","1","1","0","0","0","0"
"1598873.jpg","6.3","0","0","1","0","1","1","0","0","0","0"
"120176.jpg","7.3","0","0","0","0","1","0","1","0","1","0"
"226418.jpg","7.7","0","0","0","0","1","0","0","0","0","0"
"848557.jpg","5.7","0","0","0","0","0","0","1","1","0","0"
"470752.jpg","7.7","0","0","0","0","1","0","0","0","1","0"
"109287.jpg","5.2","0","1","0","0","0","1","0","0","0","0"
"293088.jpg","7.1","0","0","0","0","0","0","0","0","0","1"
"1722515.jpg","6.2","0","1","0","0","1","0","0","0","0","0"
"437489.jpg","8","0","1","0","0","1","0","0","0","0","1"
"1772371.jpg","5.7","0","1","0","0","0","0","0","0","0","0"
"2223820.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"354575.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"109015.jpg","4.3","0","1","1","0","0","0","0","0","0","0"
"89881.jpg","8.2","0","0","1","0","1","0","0","0","0","0"
"248661.jpg","5.9","0","0","0","1","0","1","0","0","1","0"
"129167.jpg","8","1","0","1","0","0","0","0","0","0","0"
"114202.jpg","3.2","0","0","0","0","1","1","1","0","0","0"
"110353.jpg","5.4","0","1","0","0","0","0","0","0","0","0"
"3385404.jpg","8","0","0","0","0","0","0","0","0","0","1"
"871427.jpg","6.5","1","0","1","0","0","0","0","0","0","0"
"1594503.jpg","5.8","0","1","0","1","0","0","0","0","0","0"
"1849111.jpg","5.3","0","1","0","0","1","0","0","0","0","0"
"97289.jpg","6.2","1","1","0","0","0","0","0","0","0","0"
"431619.jpg","7.9","0","0","1","1","1","0","0","0","0","0"
"113612.jpg","6.1","0","1","0","0","1","0","0","0","0","0"
"1231583.jpg","6.6","0","1","0","0","1","0","0","0","0","0"
"1187041.jpg","6.5","0","1","0","1","0","0","0","0","0","0"
"419843.jpg","6.5","0","1","0","1","1","0","0","0","0","0"
"283534.jpg","6.4","0","1","0","0","0","1","0","0","0","0"
"757223.jpg","6.7","0","0","1","0","1","1","0","0","0","0"
"135667.jpg","6.4","0","0","0","0","1","0","0","0","0","0"
"461658.jpg","6.6","0","0","0","1","1","0","0","0","0","0"
"1386492.jpg","4.7","0","1","0","0","1","0","0","0","0","0"
"1937118.jpg","7","0","1","0","1","1","0","0","0","0","0"
"387233.jpg","5.5","0","0","0","0","1","0","0","0","0","0"
"1700841.jpg","6.3","1","1","0","0","0","0","0","0","0","0"
"2910508.jpg","4.2","0","0","0","0","0","0","1","1","0","0"
"289652.jpg","7.2","0","0","0","0","1","1","0","0","0","0"
"132408.jpg","4.2","0","1","0","0","0","0","0","0","0","0"
"94963.jpg","6.3","0","0","1","0","0","1","0","0","1","0"
"1606761.jpg","7.2","0","0","1","0","0","0","0","0","0","0"
"93383.jpg","6.8","0","0","0","0","1","1","1","0","0","0"
"104473.jpg","6.3","0","0","0","0","1","0","0","0","0","0"
"1379667.jpg","5","0","0","0","0","0","0","0","0","0","1"
"1649443.jpg","5.4","0","0","1","0","0","0","0","1","0","0"
"1403214.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"199314.jpg","6","0","1","0","1","0","0","0","0","0","0"
"106308.jpg","7.6","0","1","0","0","0","0","0","1","0","0"
"475645.jpg","4.2","0","1","0","0","0","0","0","0","0","0"
"93648.jpg","6.5","0","0","1","1","1","0","0","0","0","0"
"101745.jpg","6.1","0","1","0","1","1","0","0","0","0","0"
"194722.jpg","4.7","0","0","1","1","0","0","0","0","0","0"
"130514.jpg","7.9","0","1","0","0","0","1","0","0","0","0"
"227538.jpg","5.4","1","1","1","0","0","0","0","0","0","0"
"2033372.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"2155391.jpg","4.8","0","0","0","0","0","0","1","1","0","0"
"89271.jpg","3.9","1","0","0","0","0","0","0","0","0","0"
"2400685.jpg","6.7","0","1","0","0","1","0","0","0","0","0"
"1645080.jpg","6.6","0","0","0","1","1","0","0","0","0","0"
"1785277.jpg","5.1","0","0","0","0","0","0","1","0","0","0"
"808506.jpg","7.8","1","1","0","0","0","0","0","0","0","0"
"1587877.jpg","6.1","0","1","0","0","0","0","0","0","0","0"
"84345.jpg","7.8","0","0","0","0","1","0","0","0","0","0"
"1266029.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"88967.jpg","5.8","0","1","0","0","0","1","0","1","0","0"
"2209400.jpg","5.8","0","1","0","0","0","0","0","0","0","0"
"2352802.jpg","5.5","0","1","0","0","1","0","0","0","0","0"
"1264914.jpg","7.4","0","0","0","0","1","1","0","0","1","0"
"2239096.jpg","6.4","0","0","1","0","0","1","1","0","0","0"
"2191880.jpg","5.2","0","0","0","0","1","0","0","0","0","0"
"134928.jpg","5.3","0","0","0","0","1","0","0","1","0","0"
"892791.jpg","6.3","1","1","0","0","0","0","0","0","0","0"
"2112277.jpg","4.5","0","0","1","0","1","1","0","0","0","0"
"126828.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"411267.jpg","5.4","0","0","0","0","0","0","1","1","1","0"
"206636.jpg","8","0","1","0","0","0","0","0","0","0","1"
"331953.jpg","5.6","0","1","0","0","0","0","1","1","0","0"
"108308.jpg","4.8","1","1","1","0","0","0","0","0","0","0"
"116480.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"977649.jpg","7.1","0","0","0","0","0","0","0","0","0","1"
"819953.jpg","6.9","0","1","0","0","1","0","0","0","0","0"
"108148.jpg","7.6","0","0","1","0","1","1","0","0","0","0"
"1337139.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"113107.jpg","6.7","0","0","0","1","1","0","0","0","0","0"
"1193631.jpg","6.2","0","0","0","1","1","0","0","0","0","0"
"1827358.jpg","5.5","0","0","0","0","1","0","0","0","0","0"
"415167.jpg","4","0","0","0","0","0","0","1","1","1","0"
"846040.jpg","7.1","0","1","0","0","1","1","0","0","0","0"
"96218.jpg","6.8","0","1","0","0","0","0","0","1","0","0"
"107962.jpg","3.9","0","0","1","0","1","0","0","0","0","0"
"101669.jpg","7","0","0","0","0","1","1","0","0","1","0"
"140352.jpg","7.9","0","0","0","0","1","0","1","0","0","0"
"2016335.jpg","5.4","0","1","0","0","1","0","0","0","0","0"
"344936.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"108551.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"3647110.jpg","6","0","1","0","0","0","0","0","0","0","0"
"2209764.jpg","6.3","0","0","0","1","1","0","0","0","1","0"
"3203890.jpg","6","0","1","0","1","0","0","0","0","0","0"
"399327.jpg","5.5","0","1","1","0","0","1","0","0","0","0"
"3849692.jpg","4.4","0","0","1","0","1","0","1","0","0","0"
"119142.jpg","5.7","0","1","0","0","0","0","0","0","0","0"
"107756.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"1156444.jpg","5.8","0","0","1","0","1","1","0","0","0","0"
"5368354.jpg","6.2","0","1","0","1","0","0","0","0","0","0"
"98283.jpg","5.8","0","0","0","1","1","0","0","0","0","0"
"1535491.jpg","7","0","0","0","0","1","0","1","0","0","0"
"2206082.jpg","6.6","0","1","1","0","0","0","0","0","0","0"
"206314.jpg","6.6","0","0","0","0","0","0","1","0","1","0"
"3327624.jpg","5.4","0","0","0","0","0","0","1","1","0","0"
"243794.jpg","7.3","0","0","0","0","1","0","0","0","0","0"
"756206.jpg","5.2","0","0","0","0","1","0","0","0","0","0"
"1499666.jpg","8.1","0","0","0","1","1","0","0","0","0","0"
"1712502.jpg","5.9","0","0","0","0","0","0","1","0","1","0"
"1718807.jpg","5.1","0","1","0","1","0","0","0","0","0","0"
"1234548.jpg","6.2","0","1","0","0","0","0","0","0","0","0"
"1351630.jpg","7.3","0","1","0","0","0","0","0","0","0","1"
"92831.jpg","4.1","0","0","0","0","0","0","1","1","1","0"
"3949660.jpg","6","1","1","1","0","0","0","0","0","0","0"
"832517.jpg","6.7","0","1","0","0","0","0","0","0","0","0"
"985699.jpg","7.1","0","0","0","0","1","0","1","0","0","0"
"1813327.jpg","6.3","0","1","0","1","0","0","0","0","0","0"
"2207870.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"420136.jpg","6.3","0","0","0","0","1","0","0","0","0","0"
"276830.jpg","5.2","1","0","0","0","0","0","0","0","0","0"
"756683.jpg","8","0","0","0","0","1","0","0","0","0","0"
"360025.jpg","5.8","0","1","0","0","0","0","0","0","0","0"
"1201658.jpg","5.9","0","0","0","0","0","0","0","0","0","1"
"2793490.jpg","6","0","0","0","0","1","0","0","1","0","0"
"1582466.jpg","6.8","0","1","1","0","0","1","0","0","0","0"
"996966.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"1000774.jpg","5.5","0","1","0","1","1","0","0","0","0","0"
"119211.jpg","5.7","0","0","0","1","1","0","1","0","0","0"
"1341764.jpg","7.2","0","0","0","0","0","0","0","0","0","1"
"443076.jpg","6.1","0","0","0","0","1","0","0","0","0","0"
"368563.jpg","5.6","0","0","0","0","1","0","1","0","1","0"
"2058636.jpg","7.6","0","1","0","0","0","0","0","0","0","0"
"1029134.jpg","6.2","0","1","0","0","1","0","0","0","0","0"
"1682949.jpg","6.7","0","1","0","0","1","0","0","0","0","0"
"4717798.jpg","6.5","0","1","0","0","0","0","0","0","0","0"
"2104080.jpg","6","0","1","0","0","0","0","0","0","0","0"
"914845.jpg","5.7","0","1","0","0","1","0","0","0","0","0"
"3185772.jpg","8.2","0","0","0","0","0","1","1","0","1","0"
"337971.jpg","6.6","0","0","0","0","1","1","1","0","0","0"
"1773314.jpg","3.8","0","0","0","0","0","0","0","1","0","0"
"377079.jpg","6.2","0","0","1","0","1","0","0","0","0","0"
"872224.jpg","7.2","0","0","0","0","0","1","1","0","0","0"
"1210351.jpg","7.3","0","1","0","0","1","0","0","0","0","0"
"95409.jpg","4.5","0","1","0","0","0","0","0","0","0","0"
"303353.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"192111.jpg","5.4","0","1","0","1","0","0","0","0","1","0"
"116379.jpg","5.9","0","0","0","1","1","0","1","0","0","0"
"1522835.jpg","3.6","0","0","0","0","0","0","0","0","1","0"
"792965.jpg","6.8","0","0","0","1","1","0","0","0","0","0"
"366551.jpg","7.1","1","1","0","0","0","0","0","0","0","0"
"113173.jpg","6.2","1","0","0","0","1","1","0","0","0","0"
"1863406.jpg","7.1","0","0","0","0","0","0","0","0","0","1"
"336264.jpg","7.6","0","0","0","0","1","0","0","0","0","0"
"103184.jpg","4.8","0","1","1","0","0","1","0","0","0","0"
"881320.jpg","5.9","1","0","0","0","1","0","1","0","0","0"
"386534.jpg","5.7","0","0","0","0","1","0","1","0","1","0"
"952640.jpg","5.2","0","1","0","0","0","0","0","0","0","0"
"1649444.jpg","5","0","0","0","1","0","0","0","1","0","0"
"3715406.jpg","6.7","0","0","0","0","0","0","0","0","0","1"
"99197.jpg","7.1","0","0","1","0","1","0","1","0","0","0"
"1286821.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"3662904.jpg","6.9","0","0","0","0","1","0","0","0","0","1"
"113326.jpg","6.7","0","1","1","0","0","1","0","0","0","0"
"420076.jpg","5.9","1","0","1","0","0","0","0","0","0","0"
"1444252.jpg","3.7","0","0","0","0","0","0","1","0","0","0"
"105322.jpg","4.3","0","0","1","0","0","0","0","1","0","0"
"2980554.jpg","6.2","0","0","0","0","1","0","0","0","0","0"
"107685.jpg","6","0","1","0","1","0","0","0","0","0","0"
"1951133.jpg","6.3","0","1","0","0","1","0","0","0","0","0"
"379357.jpg","7.9","0","0","0","0","0","0","0","0","0","1"
"90182.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"2412568.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"4640564.jpg","7.7","0","0","0","0","1","0","0","0","0","1"
"2960450.jpg","6.8","0","0","0","0","0","1","0","0","0","1"
"101349.jpg","7.8","0","0","0","0","0","0","0","0","0","1"
"414469.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"1282142.jpg","6.6","0","1","0","0","1","0","0","0","0","0"
"4118606.jpg","4.3","0","0","0","0","0","0","1","0","1","0"
"113841.jpg","5.8","0","1","0","0","0","0","0","0","0","0"
"404203.jpg","7.6","0","0","0","1","1","0","0","0","0","0"
"111397.jpg","4.8","0","1","0","0","0","1","0","0","0","0"
"396587.jpg","5.8","0","0","0","0","1","0","0","0","0","0"
"959324.jpg","6.2","1","0","0","0","1","0","0","0","0","0"
"1195478.jpg","6.2","0","1","0","1","0","0","0","0","0","0"
"1247667.jpg","5.9","0","1","0","0","0","0","0","0","0","0"
"1727516.jpg","5.7","0","0","0","0","0","0","0","1","0","0"
"236348.jpg","5.3","0","1","0","0","0","0","0","0","0","0"
"462246.jpg","6.8","0","0","0","0","0","0","0","0","0","1"
"1599296.jpg","6.2","0","1","0","1","1","0","0","0","0","0"
"120824.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"455407.jpg","6.5","0","0","0","0","0","0","1","1","0","0"
"241251.jpg","3.9","0","0","0","0","0","0","1","0","1","0"
"1343750.jpg","7.5","0","1","0","0","0","0","0","1","0","0"
"1185264.jpg","5","0","0","0","0","0","0","1","1","0","0"
"2251662.jpg","5.3","0","0","1","0","0","0","0","0","0","0"
"100234.jpg","8.3","0","0","0","0","1","1","0","0","0","0"
"2140577.jpg","6.3","0","1","0","0","1","0","0","0","0","0"
"4820312.jpg","2.3","0","0","0","0","0","0","0","1","0","0"
